district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin,method
10_5,群馬県5区,100,62,0.62,小渕優子,ldp,58,木暮智貴,sansei,4,54,rule_based
11_2,埼玉県2区,100,53,0.53,新藤義孝,ldp,22,高橋英明,ishin,18,4,rule_based
11_4,埼玉県4区,100,63,0.63,穂坂泰,ldp,25,伊勢田享子,ishin,15,10,rule_based
11_8,埼玉県8区,100,61,0.61,柴山昌彦,ldp,43,市来伴子,chudo,11,32,rule_based
11_9,埼玉県9区,100,60,0.6,大塚拓,ldp,39,杉村慎治,chudo,21,18,rule_based
11_11,埼玉県11区,100,51,0.51,小泉龍司,ldp,20,島田誠,chudo,16,4,rule_based
11_12,埼玉県12区,100,65,0.65,野中厚,ldp,41,森田俊和,chudo,24,17,rule_based
11_13,埼玉県13区,100,57,0.57,三ツ林裕巳,ldp,25,沢口千枝子,jcp,11,14,rule_based
11_14,埼玉県14区,100,57,0.57,藤田誠,ldp,28,鈴木義弘,dpfp,15,13,rule_based
11_15,埼玉県15区,100,56,0.56,田中良生,ldp,26,小山田経子,chudo,16,10,rule_based
12_2,千葉県2区,100,50,0.5,小林鷹之,ldp,29,佐藤由美,chudo,13,16,rule_based
12_3,千葉県3区,100,62,0.62,松野博一,ldp,28,岡島一正,chudo,20,8,rule_based
12_5,千葉県5区,100,51,0.51,英利アルフィヤ,ldp,18,矢崎堅太郎,chudo,17,1,rule_based
12_6,千葉県6区,100,58,0.58,渡辺博道,ldp,23,安藤淳子,chudo,12,11,rule_based
12_7,千葉県7区,100,51,0.51,斎藤健,ldp,34,林田章裕,dpfp,13,21,rule_based
12_10,千葉県10区,100,51,0.51,小池正昭,ldp,23,谷田川元,chudo,19,4,rule_based
12_11,千葉県11区,100,66,0.66,森英介,ldp,36,多ケ谷亮,chudo,18,18,rule_based
12_12,千葉県12区,100,60,0.6,浜田靖一,ldp,34,葛原茂,jcp,13,21,rule_based
12_13,千葉県13区,100,60,0.6,松本尚,ldp,28,宮川伸,chudo,26,2,rule_based
13_2,東京都2区,100,61,0.61,辻清人,ldp,15,鳩山紀一郎,dpfp,13,2,rule_based
13_5,東京都5区,100,47,0.47,手塚仁雄,chudo,15,若宮健嗣,ldp,13,2,rule_based
13_6,東京都6区,100,52,0.52,畦元将吾,ldp,21,落合貴之,chudo,13,8,rule_based
13_9,東京都9区,100,48,0.48,菅原一秀,ldp,20,山岸一生,chudo,15,5,rule_based
13_14,東京都14区,100,58,0.58,松島みどり,ldp,18,丹悠,sansei,12,6,rule_based
13_19,東京都19区,100,53,0.53,末松義規,chudo,14,松本洋平,ldp,11,3,rule_based
13_20,東京都20区,100,63,0.63,木原誠二,ldp,29,宮本徹,jcp,14,15,rule_based
13_21,東京都21区,100,62,0.62,小田原潔,ldp,30,鈴木烈,chudo,17,13,rule_based
13_25,東京都25区,100,51,0.51,井上信治,ldp,19,宗像久敬,dpfp,11,8,rule_based
14_9,神奈川県9区,100,56,0.56,笠浩史,chudo,24,上原正裕,ldp,20,4,rule_based
14_10,神奈川県10区,100,55,0.55,田中和徳,ldp,24,金村龍那,ishin,14,10,rule_based
14_11,神奈川県11区,100,52,0.52,為壮稔,jcp,21,小泉進次郎,ldp,16,5,rule_based
14_13,神奈川県13区,100,63,0.63,丸田康一郎,ldp,23,太栄志,chudo,21,2,rule_based
14_15,神奈川県15区,100,59,0.59,河野太郎,ldp,21,三好諒,reiwa,16,5,rule_based
14_17,神奈川県17区,100,57,0.57,牧島かれん,ldp,29,佐々木奈保美,chudo,18,11,rule_based
15_2,新潟県2区,100,44,0.44,菊田真紀子,chudo,17,国定勇人,ldp,15,2,rule_based
15_3,新潟県3区,100,49,0.49,斎藤洋明,ldp,25,黒岩宇洋,chudo,15,10,rule_based
15_4,新潟県4区,100,55,0.55,鷲尾英一郎,ldp,27,米山隆一,chudo,13,14,rule_based
15_5,新潟県5区,100,55,0.55,高鳥修一,ldp,33,梅谷守,chudo,13,20,rule_based
16_1,富山県1区,100,50,0.5,中田宏,ldp,32,山登志浩,chudo,9,23,rule_based
16_2,富山県2区,100,56,0.56,上田英俊,ldp,39,越川康晴,chudo,17,22,rule_based
16_3,富山県3区,100,55,0.55,橘慶一郎,ldp,33,山本圭太,dpfp,8,25,rule_based
17_1,石川県1区,100,47,0.47,小森卓郎,ldp,21,小林誠,ishin,9,12,rule_based
17_2,石川県2区,100,47,0.47,佐々木紀,ldp,34,坂本浩,jcp,13,21,rule_based
17_3,石川県3区,100,46,0.46,西田昭二,ldp,27,近藤和也,chudo,10,17,rule_based
18_1,福井県1区,100,54,0.54,稲田朋美,ldp,32,山中俊祐,dpfp,8,24,rule_based
18_2,福井県2区,100,54,0.54,辻英之,chudo,32,斉木武志,independent,22,10,rule_based
19_1,山梨県1区,100,59,0.59,中谷真一,ldp,31,中島克仁,chudo,19,12,rule_based
19_2,山梨県2区,100,60,0.6,堀内詔子,ldp,54,早田記史,jcp,6,48,rule_based
20_1,長野県1区,100,59,0.59,篠原孝,chudo,30,若林健太,ldp,19,11,rule_based
20_3,長野県3区,100,57,0.57,井出庸生,ldp,30,神津健,chudo,12,18,rule_based
20_4,長野県4区,100,58,0.58,後藤茂之,ldp,41,花岡明久,dpfp,10,31,rule_based
20_5,長野県5区,100,55,0.55,宮下一郎,ldp,37,福田淳太,chudo,18,19,rule_based
21_1,岐阜県1区,100,52,0.52,野田聖子,ldp,26,波多野純子,jcp,10,16,rule_based
21_2,岐阜県2区,100,53,0.53,棚橋泰文,ldp,30,伊藤あゆみ,independent,9,21,rule_based
21_3,岐阜県3区,100,70,0.7,武藤容治,ldp,35,仙田晃宏,dpfp,20,15,rule_based
21_5,岐阜県5区,100,55,0.55,古屋圭司,ldp,35,真野哲,chudo,10,25,rule_based
22_1,静岡県1区,100,64,0.64,上川陽子,ldp,46,柴田将平,dpfp,10,36,rule_based
22_3,静岡県3区,100,63,0.63,小山展弘,chudo,36,山本裕三,ldp,20,16,rule_based
22_4,静岡県4区,100,58,0.58,田中健,dpfp,25,深沢陽一,ldp,24,1,rule_based
22_5,静岡県5区,100,57,0.57,細野豪志,ldp,36,下山一美,jcp,12,24,rule_based
22_6,静岡県6区,100,61,0.61,勝俣孝明,ldp,33,渡辺周,chudo,26,7,rule_based
22_7,静岡県7区,100,57,0.57,城内実,ldp,39,北野谷富子,dpfp,14,25,rule_based
22_8,静岡県8区,100,63,0.63,源馬謙太郎,chudo,34,稲葉大輔,ldp,20,14,rule_based
23_3,愛知県3区,100,58,0.58,平岩征樹,genzei,20,近藤昭一,chudo,17,3,rule_based
23_4,愛知県4区,100,58,0.58,工藤彰三,ldp,24,牧義夫,chudo,14,10,rule_based
23_5,愛知県5区,100,47,0.47,西川厚志,chudo,22,岡本康宏,ldp,12,10,rule_based
23_6,愛知県6区,100,61,0.61,丹羽秀樹,ldp,32,国崎信江,chudo,13,19,rule_based
23_7,愛知県7区,100,57,0.57,日野紗里亜,dpfp,26,鈴木淳司,ldp,22,4,rule_based
23_8,愛知県8区,100,53,0.53,伴野豊,chudo,28,伊藤忠彦,ldp,20,8,rule_based
23_11,愛知県11区,100,65,0.65,丹野みどり,dpfp,35,藤沢忠盛,ldp,30,5,rule_based
23_13,愛知県13区,100,63,0.63,大西健介,chudo,27,石井拓,ldp,27,0,rule_based
23_14,愛知県14区,100,60,0.6,今枝宗一郎,ldp,35,大嶽理恵,chudo,20,15,rule_based
23_15,愛知県15区,100,58,0.58,根本幸典,ldp,27,小山千帆,chudo,12,15,rule_based
24_1,三重県1区,100,56,0.56,田村憲久,ldp,38,福森和歌子,chudo,15,23,rule_based
24_2,三重県2区,100,59,0.59,川崎秀人,ldp,34,下野幸助,chudo,24,10,rule_based
24_4,三重県4区,100,69,0.69,鈴木英敬,ldp,50,藤田大助,dpfp,13,37,rule_based
25_1,滋賀県1区,100,52,0.52,大岡敏孝,ldp,25,斎藤アレックス,ishin,18,7,rule_based
25_2,滋賀県2区,100,63,0.63,上野賢一郎,ldp,39,平尾道雄,chudo,13,26,rule_based
25_3,滋賀県3区,100,54,0.54,武村展英,ldp,27,北野裕子,sansei,9,18,rule_based
26_1,京都府1区,100,47,0.47,勝目康,ldp,15,平竹耕三,chudo,9,6,rule_based
26_3,京都府3区,100,49,0.49,泉健太,chudo,17,繁本護,ldp,14,3,rule_based
26_4,京都府4区,100,55,0.55,北神圭朗,ldp,44,吉田幸一,jcp,11,33,rule_based
26_5,京都府5区,100,64,0.64,本田太郎,ldp,52,山内健,jcp,12,40,rule_based
26_6,京都府6区,100,65,0.65,山井和則,chudo,36,園崎弘道,ldp,16,20,rule_based
27_1,大阪府1区,100,49,0.49,井上英孝,ishin,21,塩野智郎,dpfp,11,10,rule_based
27_2,大阪府2区,100,55,0.55,守島正,independent,27,高見亮,ishin,17,10,rule_based
27_3,大阪府3区,100,49,0.49,東徹,ishin,17,柳本顕,ldp,13,4,rule_based
27_4,大阪府4区,100,61,0.61,美延映夫,ishin,27,中山泰秀,ldp,13,14,rule_based
27_6,大阪府6区,100,55,0.55,西田薫,ishin,26,阪本洋三,chudo,12,14,rule_based
27_7,大阪府7区,100,63,0.63,奥下剛光,ishin,33,渡嘉敷奈緒美,ldp,14,19,rule_based
27_8,大阪府8区,100,45,0.45,漆間譲司,ishin,23,高麗啓一郎,ldp,7,16,rule_based
27_9,大阪府9区,100,62,0.62,萩原佳,ishin,41,東田淳平,ldp,17,24,rule_based
27_11,大阪府11区,100,54,0.54,中司宏,ishin,23,松本直高,ldp,10,13,rule_based
27_12,大阪府12区,100,48,0.48,藤田文武,ishin,24,樽床伸二,chudo,12,12,rule_based
27_14,大阪府14区,100,57,0.57,青柳仁士,ishin,28,尾立源幸,ldp,16,12,rule_based
27_15,大阪府15区,100,56,0.56,浦野靖人,ishin,26,島田智明,ldp,24,2,rule_based
27_16,大阪府16区,100,53,0.53,黒田征樹,ishin,28,森山浩行,chudo,18,10,rule_based
27_17,大阪府17区,100,57,0.57,馬場伸幸,ishin,33,信貴麻美,ldp,15,18,rule_based
27_18,大阪府18区,100,51,0.51,遠藤敬,ishin,37,内田隆嗣,ldp,8,29,rule_based
27_19,大阪府19区,100,64,0.64,伊東信久,ishin,25,谷川とむ,ldp,21,4,rule_based
28_1,兵庫県1区,100,45,0.45,盛山正仁,ldp,14,井坂信彦,chudo,13,1,rule_based
28_2,兵庫県2区,100,57,0.57,阿部圭史,ishin,29,船川治郎,chudo,11,18,rule_based
28_4,兵庫県4区,100,57,0.57,藤井比早之,ldp,33,日比優子,jcp,17,16,rule_based
28_5,兵庫県5区,100,62,0.62,谷公一,ldp,27,遠藤良太,ishin,13,14,rule_based
28_9,兵庫県9区,100,50,0.5,西村康稔,ldp,27,橋本慧悟,chudo,17,10,rule_based
28_10,兵庫県10区,100,66,0.66,渡海紀三朗,ldp,34,隠樹圭子,chudo,16,18,rule_based
28_11,兵庫県11区,100,51,0.51,苦瓜一成,jcp,15,山田基靖,ldp,13,2,rule_based
28_12,兵庫県12区,100,57,0.57,山口壮,ldp,32,池畑浩太朗,ishin,19,13,rule_based
29_1,奈良県1区,100,58,0.58,小林茂樹,ldp,26,馬淵澄夫,chudo,21,5,rule_based
29_2,奈良県2区,100,55,0.55,高市早苗,ldp,42,池田英子,jcp,13,29,rule_based
29_3,奈良県3区,100,67,0.67,田野瀬太道,ldp,47,原山大亮,ishin,9,38,rule_based
30_1,和歌山県1区,100,57,0.57,山本大地,ldp,26,林佑美,dpfp,8,18,rule_based
30_2,和歌山県2区,100,59,0.59,世耕弘成,independent,39,畑野良弘,jcp,20,19,rule_based
31_1,鳥取県1区,100,49,0.49,石破茂,ldp,42,塚田成幸,jcp,5,37,rule_based
31_2,鳥取県2区,100,63,0.63,赤沢亮正,ldp,48,湯原俊二,chudo,10,38,rule_based
32_2,島根県2区,100,58,0.58,高見康裕,ldp,48,倉井克幸,sansei,5,43,rule_based
33_1,岡山県1区,100,56,0.56,逢沢一郎,ldp,31,原田謙介,chudo,13,18,rule_based
33_2,岡山県2区,100,64,0.64,津村啓介,chudo,29,山下貴司,ldp,26,3,rule_based
33_3,岡山県3区,100,54,0.54,加藤勝信,ldp,47,原田亜希子,jcp,7,40,rule_based
34_1,広島県1区,100,54,0.54,岸田文雄,ldp,27,川田海栄,chudo,10,17,rule_based
34_2,広島県2区,100,43,0.43,平口洋,ldp,24,福田玄,dpfp,9,15,rule_based
34_5,広島県5区,100,59,0.59,佐藤公治,chudo,28,山本深,ldp,26,2,rule_based
34_6,広島県6区,100,71,0.71,小林史明,ldp,48,はたともこ,chudo,12,36,rule_based
35_1,山口県1区,100,63,0.63,高村正大,ldp,50,野田陽志,dpfp,7,43,rule_based
35_2,山口県2区,100,58,0.58,岸信千世,ldp,36,平岡秀夫,chudo,22,14,rule_based
35_3,山口県3区,100,63,0.63,林芳正,ldp,47,篠田知宏,chudo,6,41,rule_based
36_1,徳島県1区,100,69,0.69,仁木博文,ldp,41,高橋永,chudo,16,25,rule_based
36_2,徳島県2区,100,71,0.71,山口俊一,ldp,50,浜共生,jcp,10,40,rule_based
37_1,香川県1区,100,48,0.48,平井卓也,ldp,32,小川淳也,chudo,11,21,rule_based
37_2,香川県2区,100,63,0.63,瀬戸隆一,ldp,33,玉木雄一郎,dpfp,28,5,rule_based
37_3,香川県3区,100,58,0.58,大野敬太郎,ldp,40,細川修平,ishin,11,29,rule_based
38_1,愛媛県1区,100,61,0.61,塩崎彰久,ldp,38,石井智恵,dpfp,14,24,rule_based
38_2,愛媛県2区,100,61,0.61,白石洋一,chudo,34,井原巧,ldp,23,11,rule_based
38_3,愛媛県3区,100,57,0.57,長谷川淳二,ldp,47,萩原旭人,chudo,6,41,rule_based
39_1,高知県1区,100,60,0.6,中谷元,ldp,41,田所裕介,chudo,15,26,rule_based
39_2,高知県2区,100,58,0.58,尾崎正直,ldp,47,前田強,dpfp,6,41,rule_based
40_3,福岡県3区,100,43,0.43,天野浩,ishin,13,古賀篤,ldp,13,0,rule_based
40_4,福岡県4区,100,52,0.52,宮内秀樹,ldp,31,許斐亮太郎,dpfp,15,16,rule_based
40_5,福岡県5区,100,57,0.57,栗原渉,ldp,37,川元健一,dpfp,11,26,rule_based
40_6,福岡県6区,100,56,0.56,鳩山二郎,ldp,42,河野一弘,jcp,10,32,rule_based
40_7,福岡県7区,100,49,0.49,藤丸敏,ldp,36,亀田晃尚,chudo,13,23,rule_based
40_8,福岡県8区,100,47,0.47,麻生太郎,ldp,29,沖園理恵,reiwa,9,20,rule_based
40_9,福岡県9区,100,59,0.59,緒方林太郎,independent,25,三原朝利,ldp,16,9,rule_based
40_10,福岡県10区,100,47,0.47,城井崇,chudo,23,吉村悠,ldp,13,10,rule_based
40_11,福岡県11区,100,59,0.59,武田良太,ldp,23,村上智信,ishin,19,4,rule_based
41_1,佐賀県1区,100,75,0.75,岩田和親,ldp,53,原口一博,genzei,15,38,rule_based
41_2,佐賀県2区,100,67,0.67,古川康,ldp,40,大串博志,chudo,27,13,rule_based
42_2,長崎県2区,100,54,0.54,加藤竜祥,ldp,29,山田勝彦,chudo,24,5,rule_based
42_3,長崎県3区,100,62,0.62,金子容三,ldp,51,田崎耕太,chudo,11,40,rule_based
43_1,熊本県1区,100,55,0.55,木原稔,ldp,40,鎌田聡,chudo,11,29,rule_based
43_2,熊本県2区,100,52,0.52,西野太亮,ldp,37,益田牧子,jcp,10,27,rule_based
43_3,熊本県3区,100,62,0.62,坂本哲志,ldp,50,橋村りか,shamin,6,44,rule_based
43_4,熊本県4区,100,58,0.58,金子恭之,ldp,43,矢上雅義,ishin,7,36,rule_based
44_1,大分県1区,100,56,0.56,衛藤博昭,ldp,23,吉良州司,independent,12,11,rule_based
44_3,大分県3区,100,61,0.61,岩屋毅,ldp,42,小林華弥子,chudo,14,28,rule_based
45_2,宮崎県2区,100,58,0.58,江藤拓,ldp,42,長友慎治,dpfp,13,29,rule_based
45_3,宮崎県3区,100,67,0.67,古川禎久,ldp,57,高瀬大介,sansei,10,47,rule_based
46_1,鹿児島県1区,100,58,0.58,宮路拓馬,ldp,34,川内博史,chudo,15,19,rule_based
46_2,鹿児島県2区,100,55,0.55,三反園訓,ldp,40,高橋徳美,sansei,8,32,rule_based
46_3,鹿児島県3区,100,62,0.62,小里泰弘,ldp,44,野間健,chudo,18,26,rule_based
46_4,鹿児島県4区,100,52,0.52,森山裕,ldp,41,桐原郁生,sansei,7,34,rule_based
47_1,沖縄県1区,100,53,0.53,国場幸之助,ldp,24,赤嶺政賢,jcp,17,7,rule_based
47_3,沖縄県3区,100,64,0.64,屋良朝博,chudo,33,島尻安伊子,ldp,29,4,rule_based
01_3,北海道3区,100,39,0.39,高木宏寿,ldp,18,荒井優,chudo,15,3,llm_calibrated
01_4,北海道4区,100,33,0.33,大築紅葉,chudo,15,中村裕之,ldp,15,0,llm_calibrated
01_5,北海道5区,100,38,0.38,池田真紀,chudo,21,和田義明,ldp,17,4,llm_calibrated
01_10,北海道10区,100,39,0.39,渡辺孝一,ldp,20,神谷裕,chudo,19,1,llm_calibrated
01_11,北海道11区,100,42,0.42,中川紘一,ldp,20,石川香織,chudo,20,0,llm_calibrated
03_3,岩手県3区,100,43,0.43,藤原崇,ldp,23,小沢一郎,chudo,18,5,llm_calibrated
04_1,宮城県1区,100,40,0.4,土井亨,ldp,16,岡本章子,chudo,13,3,llm_calibrated
04_3,宮城県3区,100,48,0.48,西村明宏,ldp,27,柳沢剛,chudo,16,11,llm_calibrated
07_3,福島県3区,100,55,0.55,小熊慎司,chudo,29,上杉謙太郎,ldp,21,8,llm_calibrated
08_5,茨城県5区,100,50,0.5,浅野哲,dpfp,26,鈴木拓海,ldp,24,2,llm_calibrated
09_4,栃木県4区,100,57,0.57,石坂太,ldp,28,藤岡隆雄,chudo,22,6,llm_calibrated
11_1,埼玉県1区,100,49,0.49,村井英樹,ldp,25,武正公一,chudo,20,5,llm_calibrated
11_3,埼玉県3区,100,58,0.58,竹内千春,chudo,31,黄川田仁志,ldp,24,7,llm_calibrated
11_5,埼玉県5区,100,44,0.44,枝野幸男,other,27,井原隆,ldp,14,13,llm_calibrated
11_6,埼玉県6区,100,53,0.53,大島敦,chudo,23,尾花瑛仁,ldp,13,10,llm_calibrated
11_7,埼玉県7区,100,52,0.52,小宮山泰子,chudo,28,中野英幸,ldp,24,4,llm_calibrated
11_10,埼玉県10区,100,37,0.37,坂本祐之輔,chudo,24,山口晋,ldp,13,11,llm_calibrated
12_1,千葉県1区,100,46,0.46,門山宏哲,ldp,21,田嶋要,chudo,21,0,llm_calibrated
12_4,千葉県4区,100,61,0.61,水沼秀幸,chudo,24,鹿嶋祐介,ldp,19,5,llm_calibrated
12_8,千葉県8区,100,54,0.54,本庄知史,chudo,25,松本泉,ldp,18,7,llm_calibrated
12_9,千葉県9区,100,57,0.57,田宮寿人,ldp,22,奥野総一郎,chudo,21,1,llm_calibrated
13_1,東京都1区,100,54,0.54,海江田万里,chudo,20,山田美樹,ldp,16,4,llm_calibrated
13_3,東京都3区,100,47,0.47,石原宏高,ldp,15,阿部祐美子,chudo,13,2,llm_calibrated
13_4,東京都4区,100,53,0.53,平将明,ldp,26,井戸正枝,dpfp,19,7,llm_calibrated
13_7,東京都7区,100,54,0.54,松尾明弘,chudo,22,丸川珠代,ldp,13,9,llm_calibrated
13_8,東京都8区,100,52,0.52,門寛子,ldp,17,吉田晴美,chudo,15,2,llm_calibrated
13_10,東京都10区,100,55,0.55,鈴木隼人,ldp,29,鈴木庸介,chudo,14,15,llm_calibrated
13_11,東京都11区,100,52,0.52,阿久津幸彦,chudo,17,下村博文,ldp,15,2,llm_calibrated
13_12,東京都12区,100,60,0.6,高木啓,ldp,18,中原翔太,chudo,14,4,llm_calibrated
13_13,東京都13区,100,48,0.48,加地敏子,sansei,18,森洋介,dpfp,13,5,llm_calibrated
13_15,東京都15区,100,58,0.58,酒井菜摘,chudo,15,大空幸星,ldp,14,1,llm_calibrated
13_16,東京都16区,100,52,0.52,大西洋平,ldp,23,柴田勝之,chudo,16,7,llm_calibrated
13_17,東京都17区,100,48,0.48,平沢勝栄,ldp,15,反田麻理,chudo,15,0,llm_calibrated
13_18,東京都18区,100,53,0.53,松下玲子,chudo,29,福田かおる,ldp,16,13,llm_calibrated
13_22,東京都22区,100,56,0.56,伊藤達也,ldp,28,山花郁夫,chudo,27,1,llm_calibrated
13_23,東京都23区,100,55,0.55,伊藤俊輔,chudo,26,川松真一朗,ldp,18,8,llm_calibrated
13_24,東京都24区,100,38,0.38,萩生田光一,ldp,16,細貝悠,chudo,11,5,llm_calibrated
14_1,神奈川県1区,100,53,0.53,篠原豪,chudo,21,浅川義治,ishin,16,5,llm_calibrated
14_2,神奈川県2区,100,48,0.48,新田章文,ldp,16,柳家東三楼,chudo,14,2,llm_calibrated
14_3,神奈川県3区,100,56,0.56,中西健治,ldp,20,中村武人,chudo,15,5,llm_calibrated
14_4,神奈川県4区,100,52,0.52,早稲田夕季,chudo,30,永田磨梨奈,ldp,19,11,llm_calibrated
14_5,神奈川県5区,100,50,0.5,坂井学,ldp,20,山崎誠,chudo,14,6,llm_calibrated
14_6,神奈川県6区,100,48,0.48,青柳陽一郎,chudo,27,古川直季,ldp,21,6,llm_calibrated
14_7,神奈川県7区,100,54,0.54,鈴木馨祐,ldp,29,中谷一馬,chudo,25,4,llm_calibrated
14_8,神奈川県8区,100,49,0.49,三谷英弘,ldp,25,江田憲司,chudo,24,1,llm_calibrated
14_12,神奈川県12区,100,53,0.53,星野剛士,ldp,28,阿部知子,chudo,18,10,llm_calibrated
14_14,神奈川県14区,100,50,0.5,赤間二郎,ldp,19,長友克洋,chudo,17,2,llm_calibrated
14_16,神奈川県16区,100,47,0.47,後藤祐一,chudo,26,佐藤主迪,ldp,21,5,llm_calibrated
15_1,新潟県1区,100,45,0.45,西村智奈美,chudo,21,内山航,ldp,13,8,llm_calibrated
20_2,長野県2区,100,47,0.47,下条みつ,chudo,21,藤田ひかる,ldp,16,5,llm_calibrated
21_4,岐阜県4区,100,55,0.55,加藤大博,ldp,27,今井雅人,chudo,27,0,llm_calibrated
22_2,静岡県2区,100,59,0.59,井林辰憲,ldp,34,鈴木岳幸,chudo,25,9,llm_calibrated
23_1,愛知県1区,100,58,0.58,吉田統彦,chudo,23,熊田裕通,ldp,21,2,llm_calibrated
23_2,愛知県2区,100,51,0.51,古川元久,dpfp,21,辻秀樹,ldp,13,8,llm_calibrated
23_9,愛知県9区,100,52,0.52,岡本充功,chudo,21,長坂康正,ldp,17,4,llm_calibrated
23_10,愛知県10区,100,58,0.58,若山慎司,ldp,20,杉本和巳,ishin,13,7,llm_calibrated
23_12,愛知県12区,100,62,0.62,青山周平,other,31,重徳和彦,chudo,30,1,llm_calibrated
24_3,三重県3区,100,61,0.61,岡田克也,chudo,30,石原正敬,ldp,25,5,llm_calibrated
26_2,京都府2区,100,48,0.48,河野有里子,chudo,13,前原誠司,ishin,11,2,llm_calibrated
27_5,大阪府5区,100,45,0.45,梅村聡,ishin,17,杉田水脈,ldp,12,5,llm_calibrated
27_10,大阪府10区,100,47,0.47,尾辻かな子,chudo,18,池下卓,ishin,16,2,llm_calibrated
27_13,大阪府13区,100,58,0.58,岩谷良平,ishin,19,本多平直,chudo,14,5,llm_calibrated
28_3,兵庫県3区,100,55,0.55,関芳弘,ldp,21,和田有一朗,ishin,20,1,llm_calibrated
28_6,兵庫県6区,100,58,0.58,桜井周,chudo,18,大串正樹,ldp,15,3,llm_calibrated
28_7,兵庫県7区,100,61,0.61,山田賢司,ldp,19,三木圭恵,ishin,16,3,llm_calibrated
28_8,兵庫県8区,100,56,0.56,徳安淳子,ishin,16,弘川欣絵,chudo,16,0,llm_calibrated
