prefecture_code,district_number,candidate_name,age,party_id,status,previous_wins,dual_candidacy
04,1,土井亨,67,ldp,former,5,true
04,1,岡本章子,61,chudo,incumbent,3,true
04,2,和田政宗,51,sansei,new,0,true
04,2,鎌田さゆり,61,chudo,incumbent,4,true
04,2,早坂敦,54,ishin,former,1,true
04,2,渡辺勝幸,50,ldp,new,0,true
04,2,佐藤理々香,25,dpfp,new,0,true
04,3,西村明宏,65,ldp,former,6,true
04,3,林萌子,27,sansei,new,0,false
04,3,柳沢剛,62,chudo,incumbent,1,true
04,3,結城孝,41,independent,new,0,false
04,3,浅田晃司,79,independent,new,0,false
04,4,佐野誠,41,sansei,new,0,false
04,4,安住淳,64,chudo,incumbent,10,true
04,4,森下千里,44,ldp,incumbent,1,true
04,5,境恒春,46,chudo,new,0,true
04,5,小野寺五典,65,ldp,incumbent,9,true
04,5,結城豊,66,jcp,new,0,false
05,1,冨樫博之,70,ldp,incumbent,5,true
05,1,木村佐知子,39,dpfp,new,0,true
05,1,佐藤美和子,66,sansei,new,0,false
05,1,鈴木知,49,jcp,new,0,false
05,1,早川周作,49,chudo,new,0,true
05,1,松浦大悟,56,ishin,new,0,true
05,2,福原淳嗣,58,ldp,incumbent,1,true
05,2,緑川貴士,41,chudo,incumbent,3,true
05,3,御法川信英,61,ldp,incumbent,7,true
05,3,村岡敏英,65,dpfp,incumbent,3,true
06,1,遠藤寛明,39,ldp,new,0,true
06,1,原田和広,52,chudo,incumbent,1,true
06,1,桜田恭子,44,sansei,new,0,false
06,2,菊池大二郎,43,dpfp,incumbent,1,true
06,2,鈴木憲和,44,ldp,incumbent,5,true
06,2,岩本康嗣,60,jcp,new,0,false
06,3,落合拓磨,28,chudo,new,0,true
06,3,遠藤和史,60,sansei,new,0,false
06,3,加藤鮎子,46,ldp,incumbent,4,true
06,3,喜多恒介,36,dpfp,new,0,true
07,1,西山尚利,60,ldp,new,0,true
07,1,亀岡偉一,37,independent,new,0,false
07,1,金子恵美,60,chudo,incumbent,4,true
07,2,玄葉光一郎,61,chudo,incumbent,11,true
07,2,大山里幸子,52,sansei,new,0,true
07,2,遠藤雄大,41,independent,new,0,false
07,2,丸本由美子,63,jcp,new,0,false
07,2,根本拓,39,ldp,incumbent,1,true
07,3,上杉謙太郎,50,ldp,former,2,true
07,3,金山屯,85,independent,new,0,false
07,3,小熊慎司,57,chudo,incumbent,5,true
07,4,山口洋太,35,dpfp,new,0,true
07,4,斎藤裕喜,46,chudo,incumbent,1,true
07,4,熊谷智,46,jcp,new,0,false
07,4,坂本竜太郎,45,ldp,incumbent,1,true
08,1,大内久美子,76,jcp,new,0,false
08,1,川端絢美,42,sansei,new,0,true
08,1,福島伸享,55,independent,incumbent,4,false
08,1,田所嘉徳,72,ldp,incumbent,5,true
08,2,宮内匠,30,sansei,new,0,false
08,2,小沼巧,40,chudo,new,0,true
08,2,額賀福志郎,82,ldp,incumbent,14,false
08,2,谷川祐一,50,dpfp,new,0,true
08,3,斎藤真衣,35,sansei,new,0,true
08,3,梶岡博樹,48,chudo,new,0,true
08,3,葉梨康弘,66,ldp,incumbent,7,true
08,3,加川裕美,61,reiwa,new,0,false
08,4,吉田翔,28,jcp,new,0,false
08,4,梶山弘志,70,ldp,incumbent,9,true
08,5,鈴木拓海,46,ldp,new,0,true
08,5,浅野哲,43,dpfp,incumbent,3,true
08,6,稲葉英樹,58,jcp,new,0,false
08,6,青山大人,47,independent,incumbent,3,false
08,6,堀越麻紀,53,sansei,new,0,true
08,6,国光文乃,46,ldp,incumbent,3,true
08,6,中村吉男,55,independent,new,0,false
08,7,永岡桂子,72,ldp,incumbent,7,true
08,7,中村勇太,39,independent,incumbent,1,false
09,1,大森紀明,54,sansei,new,0,true
09,1,青木弘,65,jcp,new,0,false
09,1,船田元,72,ldp,incumbent,14,true
09,1,小池篤史,49,chudo,new,0,true
09,1,柏倉祐司,56,ishin,former,1,true
09,1,石川文三郎,69,independent,new,0,false
09,2,福田昭夫,77,chudo,incumbent,7,true
09,2,五十嵐清,56,ldp,incumbent,2,true
09,2,藤田久美,47,sansei,new,0,false
09,3,渡辺真太朗,33,independent,new,0,false
09,3,簗和生,46,ldp,incumbent,5,true
09,3,伊賀央,61,chudo,new,0,true
09,4,石坂太,45,ldp,new,0,true
09,4,藤岡隆雄,48,chudo,incumbent,2,true
09,4,野口智子,45,sansei,new,0,false
09,4,大貫学,68,independent,new,0,false
09,5,茂木敏充,70,ldp,incumbent,11,true
09,5,寺田和史,47,dpfp,new,0,true
09,5,岡村恵子,72,jcp,new,0,false
09,5,宮本陽介,38,sansei,new,0,false
10,1,中曽根康隆,44,ldp,incumbent,3,true
10,1,店橋世津子,64,jcp,new,0,false
10,1,河村正剛,52,chudo,new,0,true
10,2,原和隆,56,dpfp,new,0,true
10,2,井野俊郎,46,ldp,incumbent,5,true
10,2,石関貴史,53,independent,former,4,false
10,2,高橋保,68,jcp,new,0,false
10,2,伊藤純子,57,hoshuto,new,0,true
10,2,熊井戸園子,57,sansei,new,0,false
10,3,長谷川嘉一,73,chudo,incumbent,2,true
10,3,笹川博義,59,ldp,incumbent,5,true
10,4,伊藤達也,42,jcp,new,0,false
10,4,青木ひとみ,44,sansei,new,0,true
10,4,福田達夫,58,ldp,incumbent,5,true
10,4,山田博規,67,chudo,new,0,true
10,5,小渕優子,52,ldp,incumbent,9,true
10,5,木暮智貴,31,sansei,new,0,false
11,1,村井英樹,45,ldp,current,5,true
11,1,武正公一,64,chudo,current,7,true
11,1,菅又士廊,37,sansei,new,0,false
11,1,羽田一樹,37,independent,new,0,false
11,2,新藤義孝,68,ldp,current,9,true
11,2,高橋英明,62,ishin,current,2,true
11,2,菅野静華,37,sansei,new,0,false
11,2,細谷勇人,36,dpfp,new,0,true
11,3,黄川田仁志,55,ldp,current,5,true
11,3,竹内千春,57,chudo,current,1,true
11,3,中村尚子,60,sansei,new,0,false
11,4,穂坂泰,51,ldp,current,3,true
11,4,岸田光広,58,dpfp,current,1,true
11,4,伊勢田享子,48,ishin,new,0,true
11,4,工藤薫,76,jcp,new,0,false
11,5,枝野幸男,61,chudo,current,11,true
11,5,井原隆,43,ldp,new,0,true
11,5,飯塚佳佑,30,sansei,new,0,false
11,6,大島敦,69,chudo,current,9,true
11,6,尾花瑛仁,42,ldp,new,0,true
11,6,津田賢伯,50,ishin,new,0,true
11,6,長島美子,58,sansei,new,0,true
11,6,秋山もえ,49,jcp,new,0,false
11,7,小宮山泰子,60,chudo,current,8,true
11,7,中野英幸,64,ldp,current,2,true
11,8,柴山昌彦,60,ldp,current,8,true
11,8,市来伴子,48,chudo,current,1,true
11,8,岡田静佳,52,independent,new,0,false
11,9,杉村慎治,49,chudo,current,1,true
11,9,大塚拓,52,ldp,former,5,true
11,10,坂本祐之輔,71,chudo,current,4,true
11,10,山口晋,42,ldp,former,1,true
11,11,小泉龍司,73,ldp,current,8,false
11,11,島田誠,67,chudo,new,0,true
11,11,甲斐隆,54,sansei,new,0,false
11,11,柿沼遥輝,42,jcp,new,0,false
11,11,布施卓人,48,dpfp,new,0,true
11,12,森田俊和,51,chudo,current,3,true
11,12,野中厚,49,ldp,current,5,true
11,13,三ツ林裕巳,70,ldp,former,4,true
11,13,橋本幹彦,30,dpfp,current,1,true
11,13,杉山鎮夫,43,sansei,new,0,false
11,13,沢口千枝子,75,jcp,new,0,false
11,13,高井崇志,56,reiwa,current,4,true
11,14,鈴木義弘,63,dpfp,current,4,true
11,14,藤田誠,52,ldp,new,0,true
11,14,苗村京子,67,jcp,new,0,false
11,14,雨宮裕子,55,sansei,new,0,false
11,15,田中良生,62,ldp,current,6,true
11,15,小山田経子,47,chudo,new,0,true
11,15,南原竜樹,65,ishin,new,0,true
11,15,藤川広明,53,shoha,new,0,false
11,16,土屋品子,74,ldp,current,9,false
11,16,三角創太,38,chudo,current,1,true
11,16,永堀健,58,jcp,new,0,false
12,1,門山宏哲,61,ldp,current,4,true
12,1,田嶋要,64,chudo,current,8,true
12,1,上田敦広,42,sansei,new,0,false
12,2,小林鷹之,51,ldp,current,5,true
12,2,佐藤由美,54,chudo,new,0,true
12,2,白石ちよ,49,jcp,new,0,false
12,3,松野博一,63,ldp,current,9,true
12,3,岡島一正,68,chudo,current,4,true
12,3,山本政幸,40,sansei,new,0,false
12,3,渡部公美子,42,jcp,new,0,false
12,4,水沼秀幸,35,chudo,current,1,true
12,4,鹿嶋祐介,45,ldp,new,0,true
12,4,工藤聖子,46,sansei,new,0,true
12,4,玉堀里衣,38,jcp,new,0,false
12,4,高橋宏,49,genzei,new,0,true
12,5,英利アルフィヤ,37,ldp,current,2,true
12,5,矢崎堅太郎,58,chudo,current,1,true
12,5,岡野純子,47,dpfp,current,1,true
12,5,小林修平,35,mirai,new,0,true
12,5,宮路純一,36,sansei,new,0,false
12,6,安藤淳子,49,chudo,current,1,true
12,6,渡辺博道,75,ldp,former,8,false
12,6,武藤雄大,33,dpfp,new,0,true
12,6,出羽幹子,59,sansei,new,0,false
12,6,浦野真,36,jcp,new,0,false
12,7,斎藤健,66,ldp,current,6,true
12,7,林田章裕,49,dpfp,new,0,true
12,7,川田龍平,50,genzei,new,0,true
12,8,本庄知史,51,chudo,current,2,true
12,8,松本泉,44,ldp,new,0,true
12,8,宮本寛之,41,sansei,new,0,true
12,8,石塚貞通,58,ishin,new,0,true
12,9,奥野総一郎,61,chudo,current,6,true
12,9,田宮寿人,36,ldp,new,0,true
12,9,田沼隆志,50,ishin,former,1,true
12,9,前田裕介,51,sansei,new,0,false
12,10,谷田川元,63,chudo,current,4,true
12,10,小池正昭,59,ldp,current,1,true
12,10,田村理江,35,jcp,new,0,false
12,11,森英介,77,ldp,current,12,false
12,11,多ケ谷亮,57,chudo,current,2,true
12,11,椎名史明,68,jcp,new,0,false
12,12,浜田靖一,70,ldp,current,11,true
12,12,葛原茂,74,jcp,new,0,false
12,12,大薄裕也,37,independent,new,0,false
12,13,松本尚,63,ldp,current,2,true
12,13,宮川伸,55,chudo,current,2,true
12,13,中谷めぐ,44,sansei,new,0,true
12,14,野田佳彦,68,chudo,current,10,false
12,14,長野春信,53,ldp,new,0,true
12,14,中村愛,42,sansei,new,0,false
12,14,八鎌健太,30,jcp,new,0,false
13,1,山田美樹,51,ldp,former,4,true
13,1,海江田万里,76,chudo,current,9,true
13,1,吉川里奈,38,sansei,current,1,true
13,1,春山明日香,51,ishin,new,0,true
13,1,黒田朝陽,29,jcp,new,0,false
13,2,天野こころ,36,shoha,new,0,false
13,2,海江田悠輔,46,sansei,new,0,false
13,2,鳩山紀一郎,49,dpfp,current,1,true
13,2,細野真理,44,jcp,new,0,false
13,2,土橋章宏,56,mirai,new,0,true
13,2,辻清人,46,ldp,current,5,true
13,2,今村充,50,ishin,new,0,true
13,3,石崎徹,42,ishin,former,3,true
13,3,石田慎吾,46,dpfp,new,0,true
13,3,阿部祐美子,61,chudo,current,1,true
13,3,植木洋貴,43,sansei,new,0,true
13,3,石原宏高,61,ldp,current,6,true
13,4,井戸正枝,60,dpfp,former,1,true
13,4,嶋悦子,45,sansei,new,0,false
13,4,平将明,58,ldp,current,7,true
13,4,谷川智行,54,jcp,new,0,true
13,5,稲葉太郎,41,ishin,new,0,true
13,5,桑水流弓紀子,38,dpfp,new,0,true
13,5,手塚仁雄,59,chudo,current,6,true
13,5,若宮健嗣,64,ldp,former,5,true
13,5,松岡登志子,56,sansei,new,0,false
13,6,落合貴之,46,chudo,current,4,true
13,6,丸山勝己,58,dpfp,new,0,true
13,6,島村直輝,46,sansei,new,0,false
13,6,畦元将吾,67,ldp,former,2,true
13,6,福村康広,69,shoha,new,0,false
13,7,峰島侑也,35,mirai,new,0,true
13,7,丸川珠代,55,ldp,new,0,true
13,7,渡辺泰之,53,ishin,new,0,true
13,7,松尾明弘,51,chudo,current,2,true
13,7,石川友梨香,29,sansei,new,0,false
13,7,入江伸子,63,dpfp,new,0,true
13,8,森田一成,46,dpfp,new,0,true
13,8,門寛子,45,ldp,new,0,true
13,8,永井漠,38,sansei,new,0,false
13,8,吉田晴美,54,chudo,current,2,true
13,8,海保杜久麻,31,reiwa,new,0,false
13,8,大谷司郎,62,hoshuto,new,0,true
13,8,藤原幸弘,92,independent,new,0,false
13,9,鈴木文哉,33,sansei,new,0,false
13,9,薬師寺道代,61,dpfp,new,0,true
13,9,菅原一秀,64,ldp,former,6,true
13,9,山岸一生,44,chudo,current,2,true
13,10,鈴木隼人,48,ldp,current,4,true
13,10,梶原みずほ,53,dpfp,new,0,true
13,10,小山徹,50,shoha,new,0,false
13,10,鈴木庸介,50,chudo,current,2,true
13,10,安田伸,55,sansei,new,0,false
13,11,大豆生田実,60,ishin,new,0,true
13,11,松方恵美,52,sansei,new,0,false
13,11,阿久津幸彦,69,chudo,current,5,true
13,11,桑島康文,64,shoha,new,0,false
13,11,高沢一基,51,dpfp,new,0,true
13,11,下村博文,71,ldp,former,9,true
13,11,横手海人,29,jcp,new,0,false
13,12,阿部司,43,ishin,current,2,true
13,12,久住勇樹,42,dpfp,new,0,true
13,12,黒石裕子,34,sansei,new,0,false
13,12,田原聖子,56,jcp,new,0,false
13,12,高木啓,60,ldp,current,3,true
13,12,中原翔太,33,chudo,new,0,true
13,13,加地敏子,50,sansei,new,0,false
13,13,土田慎,35,ldp,current,2,true
13,13,沢田真吾,40,jcp,new,0,false
13,13,森洋介,31,dpfp,current,1,true
13,14,長南貴則,40,dpfp,new,0,true
13,14,丹悠,45,sansei,new,0,false
13,14,原努,44,jcp,new,0,false
13,14,松島みどり,69,ldp,current,8,true
13,14,櫛渕万里,58,reiwa,current,3,true
13,15,酒井菜摘,39,chudo,current,2,true
13,15,鈴木佳奈,46,sansei,new,0,false
13,15,三次由梨香,40,ishin,new,0,true
13,15,深見紗采,32,dpfp,new,0,true
13,15,大空幸星,27,ldp,current,1,true
13,15,吉野敏明,58,genzei,new,0,true
13,16,竹内知子,45,dpfp,new,0,true
13,16,村上剛,44,sansei,new,0,false
13,16,柴田勝之,57,chudo,current,1,true
13,16,大西洋平,48,ldp,current,1,true
13,17,反田麻理,45,chudo,new,0,true
13,17,平沢勝栄,80,ldp,current,10,false
13,17,長谷川貴子,52,dpfp,new,0,true
13,17,円より子,78,independent,current,1,false
13,17,杉浦慎一郎,29,sansei,new,0,false
13,17,鈴木真志,54,shoha,new,0,false
13,17,猪口幸子,69,ishin,current,1,true
13,18,徳永由紀子,48,sansei,new,0,true
13,18,松下玲子,55,chudo,current,1,true
13,18,福田かおる,40,ldp,current,1,true
13,18,吉田綾,40,shoha,new,0,false
13,18,鈴木佑馬,39,dpfp,new,0,true
13,19,諏訪玲子,42,dpfp,new,0,true
13,19,末松義規,69,chudo,current,8,true
13,19,松本洋平,52,ldp,current,5,true
13,19,一ノ瀬陽子,50,sansei,new,0,false
13,19,井手重美津子,62,jcp,new,0,false
13,20,木原誠二,55,ldp,current,6,true
13,20,大西健太郎,47,dpfp,new,0,true
13,20,掛山茂希,40,sansei,new,0,false
13,20,宮本徹,54,jcp,former,2,true
13,21,黒田太郎,59,dpfp,new,0,true
13,21,鈴木烈,45,chudo,new,0,true
13,21,星野奈美,40,sansei,new,0,false
13,21,小田原潔,61,ldp,former,4,true
13,21,矢田一久,35,genzei,new,0,true
13,22,山花郁夫,59,chudo,current,6,true
13,22,伊藤達也,64,ldp,current,8,true
13,22,鈴木美香,40,sansei,new,0,true
13,23,川松真一朗,45,ldp,new,0,true
13,23,伊藤俊輔,46,chudo,current,3,true
13,23,池川友一,38,jcp,new,0,false
13,23,舟見裕貴,35,sansei,new,0,false
13,24,細屋椋,30,dpfp,new,0,true
13,24,與倉さゆり,41,sansei,new,0,false
13,24,深田萌絵,42,independent,new,0,false
13,24,萩生田光一,62,ldp,current,7,true
13,24,細貝悠,38,chudo,new,0,true
13,25,依田花蓮,54,chudo,new,0,true
13,25,木村奈美,40,sansei,new,0,false
13,25,宗像久敬,47,dpfp,new,0,true
13,25,井上信治,56,ldp,current,8,true
13,25,宮崎太朗,45,ishin,new,0,true
13,26,松井佳苗子,50,jcp,new,0,false
13,26,坂元悠紀,45,dpfp,new,0,true
13,26,松原仁,69,independent,current,8,false
13,26,宇佐美登,55,mirai,former,2,true
13,26,今岡植,37,ldp,new,0,true
13,26,菅沼桂子,45,sansei,new,0,false
13,27,長妻昭,65,chudo,current,9,true
13,27,小笠原愛子,40,sansei,new,0,false
13,27,黒崎祐一,49,ldp,new,0,true
13,27,須山卓知,45,dpfp,new,0,true
13,28,村松一希,40,sansei,new,0,true
13,28,橋口奈保,49,ishin,new,0,true
13,28,安藤高夫,66,ldp,current,2,true
13,28,高野直美,71,jcp,new,0,false
13,28,高松智之,51,chudo,current,2,true
13,28,三沢宏明,38,dpfp,new,0,true
13,29,堀川哲郎,40,sansei,new,0,false
13,29,木村剛司,54,chudo,former,2,true
13,29,鈴木賢一,64,jcp,new,0,false
13,29,長沢興祐,44,ldp,new,0,true
13,29,樽井良和,58,dpfp,former,1,true
13,29,小坂英二,53,hoshuto,new,0,true
13,30,寿玲子,45,sansei,new,0,false
13,30,五十嵐衣里,42,chudo,current,2,true
13,30,川上竜世,28,dpfp,new,0,true
13,30,長島昭久,63,ldp,current,7,true
14,1,篠原豪,50,chudo,current,4,true
14,1,丸尾南都子,43,ldp,new,0,true
14,1,浅川義治,57,ishin,former,1,true
14,2,柳家東三楼,49,chudo,new,0,true
14,2,新田章文,44,ldp,new,0,true
14,2,平本幸次郎,63,sansei,new,0,false
14,2,並木まり子,74,jcp,new,0,false
14,2,片山智絵,34,dpfp,new,0,true
14,3,横山征吾,54,jcp,new,0,false
14,3,中村武人,51,chudo,new,0,true
14,3,二宮研,50,dpfp,new,0,true
14,3,荻野ミエ,42,sansei,new,0,false
14,3,中西健治,62,ldp,current,2,true
14,4,早稲田夕季,67,chudo,current,3,true
14,4,田宮零一郎,35,sansei,new,0,false
14,4,永田磨梨奈,42,ldp,new,0,true
14,5,久坂くにえ,53,ishin,new,0,true
14,5,山崎誠,63,chudo,current,4,true
14,5,高宮美智子,73,jcp,new,0,false
14,5,坂井学,60,ldp,current,6,true
14,6,古川直季,57,ldp,current,2,true
14,6,青柳陽一郎,56,chudo,current,5,true
14,7,鈴木馨祐,49,ldp,current,6,true
14,7,中谷一馬,42,chudo,current,3,true
14,8,江田憲司,69,chudo,current,8,true
14,8,三谷英弘,49,ldp,current,4,true
14,9,笠浩史,61,chudo,current,8,true
14,9,赤石博子,65,jcp,new,0,false
14,9,上原正裕,47,ldp,new,0,true
14,10,田中和徳,77,ldp,current,10,false
14,10,中野智裕,67,jcp,new,0,false
14,10,山口翔平,35,dpfp,new,0,true
14,10,橋本公夫,33,sansei,new,0,false
14,10,金村龍那,46,ishin,current,2,true
14,11,小泉進次郎,44,ldp,current,6,false
14,11,前林恒平,40,sansei,new,0,false
14,11,為壮稔,72,jcp,new,0,false
14,12,阿部知子,77,chudo,current,9,true
14,12,沼上常生,67,jcp,new,0,false
14,12,星野剛士,62,ldp,current,5,true
14,12,菊竹進,53,independent,new,0,false
14,13,太栄志,48,chudo,current,2,true
14,13,丸田康一郎,40,ldp,new,0,true
14,13,石井匡,58,sansei,new,0,false
14,14,先沖仁志,49,sansei,new,0,false
14,14,赤間二郎,57,ldp,current,6,true
14,14,中村圭,45,jcp,new,0,false
14,14,長友克洋,55,chudo,current,1,true
14,15,河野太郎,63,ldp,current,10,true
14,15,小山善光,53,sansei,new,0,false
14,15,三好諒,40,reiwa,new,0,true
14,15,佐々木克己,70,shamin,new,0,true
14,16,後藤祐一,56,chudo,current,6,true
14,16,佐藤主迪,31,ldp,new,0,true
14,17,中村太一,37,dpfp,new,0,true
14,17,牧島かれん,49,ldp,current,5,true
14,17,佐々木奈保美,56,chudo,current,1,true
14,18,山際大志郎,57,ldp,current,7,true
14,18,西岡義高,48,dpfp,current,1,true
14,18,宗野創,33,chudo,current,1,true
14,18,八巻陽子,52,jcp,new,0,false
14,18,藤田修一,59,sansei,new,0,false
14,18,横田光弘,68,ishin,new,0,true
14,19,深作ヘスス,41,dpfp,current,1,true
14,19,室井一真,40,sansei,new,0,true
14,19,草間剛,44,ldp,current,1,true
14,19,添田勝,48,ishin,new,0,true
14,20,金子洋一,63,ishin,new,0,true
14,20,金沢結衣,35,ldp,new,0,true
14,20,大塚小百合,46,chudo,current,1,true
15,1,西村智奈美,59,chudo,current,7,true
15,1,内山航,44,ldp,new,0,true
15,1,小池幸夫,53,sansei,new,0,false
15,1,伊藤和成,47,ishin,new,0,true
15,1,中村岳夫,50,jcp,new,0,false
15,2,菊田真紀子,56,chudo,current,8,true
15,2,国定勇人,53,ldp,current,2,true
15,2,金井典子,50,ishin,new,0,true
15,2,平井恵里子,47,sansei,new,0,false
15,3,斎藤洋明,49,ldp,current,5,true
15,3,黒岩宇洋,59,chudo,current,4,true
15,3,佐久間慶子,41,sansei,new,0,false
15,4,米山隆一,58,chudo,current,2,true
15,4,鷲尾英一郎,49,ldp,former,6,true
15,4,野村泰暉,27,dpfp,new,0,true
15,4,大矢寿乃,46,sansei,new,0,false
15,5,高鳥修一,65,ldp,former,5,true
15,5,梅谷守,52,chudo,current,2,true
15,5,高野直行,48,sansei,new,0,false
16,1,青山了介,50,jcp,new,0,false
16,1,中田宏,61,ldp,former,4,true
16,1,山登志浩,46,chudo,current,1,true
16,1,斉藤匠,34,sansei,new,0,true
16,2,越川康晴,61,chudo,new,0,true
16,2,上田英俊,61,ldp,current,2,true
16,3,山本圭太,41,dpfp,new,0,true
16,3,坂本洋史,55,jcp,new,0,false
16,3,橘慶一郎,65,ldp,current,6,true
16,3,直原美和子,41,sansei,new,0,false
17,1,小森卓郎,55,ldp,current,2,true
17,1,小竹凱,27,dpfp,current,1,true
17,1,小林誠,49,ishin,new,0,true
17,1,川裕一郎,54,sansei,new,0,true
17,1,村田茂,63,jcp,new,0,false
17,2,佐々木紀,51,ldp,current,5,true
17,2,坂本浩,62,jcp,new,0,false
17,3,西田昭二,56,ldp,current,3,true
17,3,南章治,70,jcp,new,0,false
17,3,近藤和也,52,chudo,current,4,true
18,1,山中俊祐,42,dpfp,new,0,true
18,1,藤本一希,29,sansei,new,0,true
18,1,稲田朋美,66,ldp,current,7,true
18,1,波多野翼,41,chudo,current,1,true
18,2,斉木武志,51,independent,current,3,false
18,2,辻英之,55,chudo,current,1,true
19,1,中島克仁,58,chudo,current,5,true
19,1,鈴木大介,51,sansei,new,0,false
19,1,田中星那,35,jcp,new,0,false
19,1,中谷真一,49,ldp,current,5,true
19,2,早田記史,42,jcp,new,0,false
19,2,堀内詔子,60,ldp,current,5,true
20,1,若狭清史,45,ishin,new,0,true
20,1,篠原孝,77,chudo,current,8,true
20,1,若林健太,62,ldp,former,1,true
20,2,手塚大輔,43,ishin,new,0,true
20,2,下条みつ,70,chudo,current,6,true
20,2,竹下博善,43,sansei,new,0,false
20,2,藤田ひかる,35,ldp,new,0,true
20,3,山口孝司,61,reiwa,new,0,false
20,3,井出庸生,48,ldp,current,5,true
20,3,仁科裕貴,28,sansei,new,0,false
20,3,神津健,49,chudo,current,2,true
20,4,武田良介,46,jcp,new,0,false
20,4,後藤茂之,70,ldp,current,8,true
20,4,花岡明久,46,dpfp,new,0,true
20,5,宮下一郎,67,ldp,current,7,true
20,5,福田淳太,32,chudo,current,1,true
21,1,服部学,54,chudo,new,0,true
21,1,野田聖子,65,ldp,incumbent,11,true
21,1,波多野純子,43,jcp,new,0,false
21,1,成井まゆ子,42,sansei,new,0,false
21,2,棚橋泰文,62,ldp,incumbent,10,true
21,2,伊藤あゆみ,55,independent,new,0,false
21,2,塚原雅也,34,sansei,new,0,false
21,2,唐沢理恵,63,independent,new,0,false
21,2,野村美穂,56,dpfp,new,0,true
21,3,武藤容治,70,ldp,incumbent,6,true
21,3,仙田晃宏,43,dpfp,incumbent,1,true
21,3,阪口直人,62,reiwa,incumbent,3,true
21,3,伊藤恵介,47,sansei,new,0,true
21,4,今井雅人,63,chudo,incumbent,5,true
21,4,曽我雄介,37,sansei,new,0,false
21,4,加藤大博,46,ldp,new,0,true
21,5,真野哲,64,chudo,incumbent,1,true
21,5,吉田企貴,38,dpfp,new,0,true
21,5,古屋圭司,73,ldp,incumbent,12,false
21,5,山田良司,65,ishin,former,1,true
22,1,鈴木節子,71,jcp,new,0,false
22,1,柴田将平,36,dpfp,new,0,true
22,1,上川陽子,72,ldp,incumbent,8,true
22,2,鈴木岳幸,52,chudo,incumbent,1,true
22,2,井林辰憲,49,ldp,incumbent,5,true
22,3,山本裕三,43,ldp,new,0,true
22,3,中橋辰也,38,sansei,new,0,false
22,3,竹村真弓,68,jcp,new,0,false
22,3,小山展弘,50,chudo,incumbent,4,true
22,4,深沢陽一,49,ldp,incumbent,3,true
