block,party,vote_count,vote_share,seats_won
shikoku,れいわ,3,0.0051,0
shikoku,independent,2,0.0034,0
shikoku,参政,1,0.0017,0
kyushu,ldp,905,0.4948,12
kyushu,chudo,330,0.1804,4
kyushu,dpfp,145,0.0793,2
kyushu,ishin,114,0.0623,1
kyushu,jcp,101,0.0552,1
kyushu,sansei,69,0.0377,0
kyushu,reiwa,28,0.0153,0
kyushu,shamin,23,0.0126,0
kyushu,れいわ,20,0.0109,0
kyushu,その他,20,0.0109,0
kyushu,independent,18,0.0098,0
kyushu,共産党,17,0.0093,0
kyushu,genzei,16,0.0087,0
kyushu,立憲民主党,13,0.0071,0
kyushu,hoshuto,5,0.0027,0
kyushu,維新,3,0.0016,0
kyushu,国民,1,0.0005,0
kyushu,無投票,1,0.0005,0
