block,party,vote_count,vote_share,seats_won
minamikanto,国民,2,0.0011,0
minamikanto,mirai,1,0.0005,0
minamikanto,independent,1,0.0005,0
minamikanto,共産,1,0.0005,0
tokyo,ldp,434,0.3215,7
tokyo,chudo,326,0.2415,5
tokyo,dpfp,229,0.1696,3
tokyo,ishin,134,0.0993,2
tokyo,sansei,71,0.0526,1
tokyo,jcp,69,0.0511,1
tokyo,reiwa,32,0.0237,0
tokyo,れいわ,15,0.0111,0
tokyo,mirai,13,0.0096,0
tokyo,共産党,11,0.0081,0
tokyo,shoha,6,0.0044,0
tokyo,genzei,6,0.0044,0
tokyo,その他,2,0.0015,0
tokyo,independent,2,0.0015,0
hokurikushinetsu,ldp,367,0.4454,6
hokurikushinetsu,chudo,240,0.2913,3
hokurikushinetsu,ishin,64,0.0777,1
hokurikushinetsu,dpfp,58,0.0704,0
hokurikushinetsu,jcp,26,0.0316,0
hokurikushinetsu,sansei,24,0.0291,0
hokurikushinetsu,reiwa,10,0.0121,0
hokurikushinetsu,れいわ,10,0.0121,0
hokurikushinetsu,independent,8,0.0097,0
hokurikushinetsu,無し,5,0.0061,0
hokurikushinetsu,その他,5,0.0061,0
hokurikushinetsu,共産党,4,0.0049,0
hokurikushinetsu,自由民主党,2,0.0024,0
hokurikushinetsu,立憲民主党,1,0.0012,0
tokai,ldp,804,0.4447,12
tokai,chudo,444,0.2456,6
tokai,dpfp,179,0.099,2
tokai,ishin,103,0.057,1
tokai,sansei,66,0.0365,0
tokai,jcp,61,0.0337,0
tokai,reiwa,41,0.0227,0
tokai,genzei,28,0.0155,0
tokai,れいわ,27,0.0149,0
tokai,共産党,21,0.0116,0
tokai,その他,6,0.0033,0
tokai,維新,6,0.0033,0
tokai,立憲民主党,5,0.0028,0
tokai,shamin,5,0.0028,0
tokai,hoshuto,5,0.0028,0
tokai,国民,3,0.0017,0
tokai,参政,2,0.0011,0
tokai,れいわ新選组,1,0.0006,0
tokai,日本維新の會,1,0.0006,0
kinki,ishin,828,0.3288,10
kinki,ldp,817,0.3245,10
kinki,chudo,451,0.1791,5
kinki,jcp,195,0.0774,2
kinki,dpfp,79,0.0314,1
kinki,sansei,48,0.0191,0
kinki,reiwa,30,0.0119,0
kinki,れいわ,23,0.0091,0
kinki,立憲民主党,9,0.0036,0
kinki,shoha,8,0.0032,0
kinki,mirai,6,0.0024,0
kinki,その他,5,0.002,0
kinki,日本维新の会,5,0.002,0
kinki,shamin,4,0.0016,0
kinki,維新,3,0.0012,0
kinki,維新の会,2,0.0008,0
kinki,共産党,2,0.0008,0
kinki,民主党,1,0.0004,0
kinki,参政,1,0.0004,0
kinki,国民,1,0.0004,0
chugoku,ldp,501,0.533,7
chugoku,chudo,186,0.1979,2
chugoku,dpfp,81,0.0862,1
chugoku,ishin,63,0.067,0
chugoku,jcp,45,0.0479,0
chugoku,sansei,18,0.0191,0
chugoku,reiwa,17,0.0181,0
chugoku,れいわ,13,0.0138,0
chugoku,立憲民主党,5,0.0053,0
chugoku,無党派,3,0.0032,0
chugoku,その他,3,0.0032,0
chugoku,independent,2,0.0021,0
chugoku,共産党,2,0.0021,0
chugoku,維新,1,0.0011,0
shikoku,ldp,313,0.5369,4
shikoku,chudo,102,0.175,1
shikoku,dpfp,67,0.1149,1
shikoku,ishin,37,0.0635,0
shikoku,sansei,20,0.0343,0
shikoku,jcp,20,0.0343,0
shikoku,reiwa,10,0.0172,0
shikoku,立憲民主党,5,0.0086,0
shikoku,その他,4,0.0069,0
shikoku,れいわ,3,0.0051,0
shikoku,共産党,2,0.0034,0
kyushu,ldp,929,0.4923,11
kyushu,chudo,341,0.1807,4
kyushu,dpfp,157,0.0832,2
kyushu,ishin,120,0.0636,1
kyushu,jcp,88,0.0466,1
kyushu,sansei,86,0.0456,1
kyushu,reiwa,29,0.0154,0
kyushu,shamin,28,0.0148,0
kyushu,その他,27,0.0143,0
kyushu,れいわ,25,0.0132,0
kyushu,共産党,23,0.0122,0
kyushu,genzei,19,0.0101,0
kyushu,independent,6,0.0032,0
kyushu,立憲民主党,3,0.0016,0
kyushu,維新,2,0.0011,0
kyushu,無投票,1,0.0005,0
kyushu,参政,1,0.0005,0
kyushu,hoshuto,1,0.0005,0
kyushu,民主フォーラム,1,0.0005,0
